Time,CallPremiumBuy,CallPremiumSell,PutPremiumBuy,PutPremiumSell,NetDeltaFlow,NetGammaFlow,NetCharmFlow,FlowVelocity,FlowAcceleration,FlowImbalance,FlowImbalance5m,FlowImbalance15m,FlowImbalanceCycle,CycleCallPremBuy,CyclePutPremBuy,CharmVelocity,CharmAcceleration,GammaRegime,DealerState,Regime,Confidence,Bias,Risk,BullishScore,BearishScore,VolatilityScore,SqueezeScore,PanicScore,BullishScoreRaw,BearishScoreRaw,Events,MaxCallFlowStrike,MaxPutFlowStrike,SPOT
2026-06-11 19:40:00,12857992.0,69074649.0,462132.0,30660004.0,-490.41,-240.13,-7843698.57,0.0,0.0,0.9306,0.9306,0.9306,0.9306,12857992.0,462132.0,0.0,0.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,MEDIUM,23.265,35.17351234968161,58.32555557028785,25.0,30.0,23.3,35.2,,29320.0,28900.0,29446.18
2026-06-11 19:44:00,12857992.0,69074649.0,462132.0,30660004.0,-490.41,-240.13,-7843698.57,-43207264.0,86414528.0,0.9306,0.9306,0.9306,0.0,0.0,0.0,0.0,0.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.51,NEUTRAL,HIGH,26.8,35.2,65.3,28.5,30.0,33.3,35.2,FLOW_EXPANSION_BULLISH,29320.0,28900.0,29446.18
2026-06-11 19:44:00,12857992.0,69074649.0,462132.0,30660004.0,-490.41,-240.13,-7843698.57,-28804843.0,86414528.0,0.9306,0.9306,0.9306,0.0,0.0,0.0,0.0,0.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.47,BULLISH,HIGH,34.3,29.9,69.9,30.8,30.0,48.3,20.2,FLOW_EXPANSION_BULLISH,29320.0,28900.0,29446.18
2026-06-11 19:45:00,12857992.0,69074649.0,462132.0,30660004.0,-490.41,-240.13,-7843698.57,-21603632.0,43207264.0,0.9306,0.9306,0.9306,0.0,0.0,0.0,0.0,0.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.47,BULLISH,HIGH,39.2,26.5,72.8,32.3,30.0,48.3,20.2,FLOW_EXPANSION_BULLISH,29320.0,28900.0,29446.18
2026-06-11 19:46:00,12857992.0,69074649.0,462132.0,30660004.0,-490.41,-240.13,-7843698.57,-17282906.0,43207264.0,0.9306,0.9306,0.9306,0.0,0.0,0.0,0.0,0.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.47,BULLISH,HIGH,42.4,24.3,74.7,33.2,30.0,48.3,20.2,FLOW_EXPANSION_BULLISH,29320.0,28900.0,29446.18
2026-06-11 19:47:00,12857992.0,69074649.0,462132.0,30660004.0,-490.41,-240.13,-7843698.57,0.0,0.0,0.9306,0.0,0.9306,0.0,0.0,0.0,0.0,0.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,MEDIUM,35.7,28.1,69.0,30.3,30.0,23.3,35.2,,29320.0,28900.0,29446.18
2026-06-11 19:49:00,12857992.0,69074649.0,462132.0,30660004.0,-490.41,-240.13,-7843698.57,0.0,0.0,0.9306,0.0,0.9306,0.0,0.0,0.0,0.0,0.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,MEDIUM,31.3,30.6,65.3,28.4,30.0,23.3,35.2,,29320.0,28900.0,29446.18
2026-06-11 19:49:00,12857992.0,69074649.0,462132.0,30660004.0,-490.41,-240.13,-7843698.57,0.0,0.0,0.9306,0.0,0.9306,0.0,0.0,0.0,0.0,0.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,MEDIUM,28.5,32.2,62.9,27.2,30.0,23.3,35.2,,29320.0,28900.0,29446.18
2026-06-11 19:50:00,12857992.0,69074649.0,462132.0,30660004.0,-490.41,-240.13,-7843698.57,0.0,0.0,0.9306,0.0,0.9306,0.0,0.0,0.0,0.0,0.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,MEDIUM,26.7,33.2,61.3,26.4,30.0,23.3,35.2,,29320.0,28900.0,29446.18
2026-06-11 19:51:00,12857992.0,69074649.0,462132.0,30660004.0,-490.41,-240.13,-7843698.57,0.0,0.0,0.9306,0.0,0.9306,0.0,0.0,0.0,0.0,0.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,MEDIUM,25.5,33.9,60.3,25.9,30.0,23.3,35.2,,29320.0,28900.0,29446.18
2026-06-11 19:52:00,12857992.0,69074649.0,462132.0,30660004.0,-490.41,-240.13,-7843698.57,0.0,0.0,0.9306,0.0,0.9306,0.0,0.0,0.0,0.0,0.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,MEDIUM,24.7,34.3,59.6,25.6,30.0,23.3,35.2,,29320.0,28900.0,29446.18
2026-06-11 19:53:00,12857992.0,69074649.0,462132.0,30660004.0,-490.41,-240.13,-7843698.57,0.0,0.0,0.9306,0.0,0.9306,0.0,0.0,0.0,0.0,0.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,MEDIUM,24.2,34.6,59.2,25.4,30.0,23.3,35.2,,29320.0,28900.0,29446.18
2026-06-11 19:54:00,12857992.0,69074649.0,462132.0,30660004.0,-490.41,-240.13,-7843698.57,0.0,0.0,0.9306,0.0,0.9306,0.0,0.0,0.0,0.0,0.0,NEGATIVE,SHORT_GAMMA,DEALER_SHORT_GAMMA,0.43,NEUTRAL,MEDIUM,23.9,34.8,58.9,25.3,30.0,23.3,35.2,,29320.0,28900.0,29446.18
