SPY: Timestamp,SPY: Open,SPY: High,SPY: Low,SPY: Close,SPY: Volume
02-09-2025 15:00:00,638.05,638.58,638.04,638.46,120.56K
02-09-2025 14:57:00,638.36,638.38,637.92,638.05,88.72K
02-09-2025 14:54:00,638.55,638.62,638.10,638.36,192.42K
02-09-2025 14:51:00,638.48,638.93,638.38,638.55,252.63K
02-09-2025 14:48:00,637.50,638.51,637.50,638.50,251.34K
02-09-2025 14:45:00,637.51,637.66,637.39,637.48,71.54K
02-09-2025 14:42:00,637.47,637.53,637.32,637.53,74.31K
02-09-2025 14:39:00,637.62,637.67,637.38,637.47,81.63K
02-09-2025 14:36:00,637.57,637.68,637.47,637.66,132.75K
02-09-2025 14:33:00,637.77,637.89,637.52,637.57,98.08K
02-09-2025 14:30:00,637.72,638.09,637.70,637.80,99.03K
02-09-2025 14:27:00,637.81,637.88,637.65,637.73,78.97K
02-09-2025 14:24:00,638.00,638.09,637.81,637.81,55.63K
02-09-2025 14:21:00,637.99,638.21,637.92,637.99,101.19K
02-09-2025 14:18:00,638.05,638.05,637.73,638.00,83.88K
02-09-2025 14:15:00,638.12,638.18,637.94,638.06,71.38K
02-09-2025 14:12:00,638.17,638.29,638.06,638.08,96.04K
02-09-2025 14:09:00,638.21,638.33,637.98,638.21,104.56K
02-09-2025 14:06:00,638.24,638.41,638.07,638.20,64.89K
02-09-2025 14:03:00,638.63,638.67,638.23,638.24,111.97K
02-09-2025 14:00:00,638.33,638.81,638.29,638.62,95.81K
02-09-2025 13:57:00,638.51,638.60,638.34,638.35,104.54K
02-09-2025 13:54:00,638.72,638.77,638.44,638.51,133.79K
02-09-2025 13:51:00,638.87,639.03,638.61,638.73,140.12K
02-09-2025 13:48:00,638.90,638.99,638.71,638.90,113.79K
02-09-2025 13:45:00,638.84,638.93,638.66,638.91,122.72K
02-09-2025 13:42:00,638.80,638.95,638.58,638.85,130.23K
02-09-2025 13:39:00,638.46,638.88,638.45,638.79,194.55K
02-09-2025 13:36:00,638.30,638.52,638.26,638.46,149.89K
02-09-2025 13:33:00,638.13,638.38,637.97,638.31,138.61K
02-09-2025 13:30:00,637.63,638.14,637.63,638.14,142.17K
02-09-2025 13:27:00,637.74,637.85,637.46,637.63,119.47K
02-09-2025 13:24:00,637.23,637.76,637.19,637.75,194.14K
02-09-2025 13:21:00,636.93,637.24,636.89,637.23,95.97K
02-09-2025 13:18:00,636.71,637.02,636.71,636.92,88.71K
02-09-2025 13:15:00,636.71,636.92,636.66,636.69,52.61K
02-09-2025 13:12:00,636.74,636.79,636.53,636.72,81.09K
02-09-2025 13:09:00,637.17,637.17,636.70,636.74,101.74K
02-09-2025 13:06:00,637.10,637.28,637.01,637.15,82.08K
02-09-2025 13:03:00,637.04,637.15,636.90,637.12,111.82K
02-09-2025 13:00:00,636.94,637.12,636.89,637.04,169.05K
02-09-2025 12:57:00,636.83,636.94,636.73,636.94,113.14K
02-09-2025 12:54:00,636.39,636.97,636.32,636.85,116.44K
02-09-2025 12:51:00,636.20,636.48,636.15,636.39,110.60K
02-09-2025 12:48:00,636.02,636.22,635.68,636.22,156.99K
02-09-2025 12:45:00,636.13,636.26,636.01,636.01,83.35K
02-09-2025 12:42:00,636.16,636.50,636.06,636.14,156.18K
02-09-2025 12:39:00,635.77,636.19,635.72,636.17,121.30K
02-09-2025 12:36:00,635.83,636.12,635.72,635.77,69.41K
02-09-2025 12:33:00,635.65,635.86,635.62,635.83,61.97K
02-09-2025 12:30:00,635.61,635.87,635.61,635.66,72.90K
02-09-2025 12:27:00,635.80,635.91,635.56,635.61,69.34K
02-09-2025 12:24:00,635.80,635.89,635.56,635.80,110.12K
02-09-2025 12:21:00,635.97,636.07,635.79,635.79,74.44K
02-09-2025 12:18:00,635.82,636.00,635.75,635.98,84.81K
02-09-2025 12:15:00,635.56,635.96,635.56,635.83,191.72K
02-09-2025 12:12:00,635.34,635.69,635.34,635.57,124.20K
02-09-2025 12:09:00,635.21,635.48,635.09,635.33,130.76K
02-09-2025 12:06:00,635.21,635.48,635.09,635.20,80.16K
02-09-2025 12:03:00,635.21,635.28,635.03,635.19,108.96K
02-09-2025 12:00:00,635.21,635.61,635.18,635.22,132.01K
02-09-2025 11:57:00,635.26,635.27,634.92,635.22,125.21K
02-09-2025 11:54:00,634.99,635.57,634.98,635.26,196.36K
02-09-2025 11:51:00,635.16,635.27,634.96,634.98,189.18K
02-09-2025 11:48:00,635.52,635.58,635.15,635.15,161.63K
02-09-2025 11:45:00,635.49,635.74,635.46,635.51,90.69K
02-09-2025 11:42:00,635.58,635.63,635.42,635.48,56.19K
02-09-2025 11:39:00,635.62,635.77,635.45,635.60,105.39K
02-09-2025 11:36:00,635.72,635.85,635.50,635.62,177.03K
02-09-2025 11:33:00,636.30,636.40,635.71,635.72,191.78K
02-09-2025 11:30:00,636.55,636.57,636.25,636.33,114.40K
02-09-2025 11:27:00,636.55,636.81,636.46,636.56,116.41K
02-09-2025 11:24:00,636.47,636.63,636.41,636.55,117.09K
02-09-2025 11:21:00,636.42,636.59,636.17,636.45,136.98K
02-09-2025 11:18:00,636.62,636.66,636.37,636.41,193.16K
02-09-2025 11:15:00,637.00,637.10,636.62,636.63,158.48K
02-09-2025 11:12:00,637.42,637.42,636.91,637.02,77.97K
02-09-2025 11:09:00,637.12,637.51,637.05,637.43,98.48K
02-09-2025 11:06:00,637.23,637.25,636.89,637.10,114.30K
02-09-2025 11:03:00,637.56,637.72,637.18,637.21,74.43K
02-09-2025 11:00:00,637.65,637.94,637.39,637.54,86.62K
02-09-2025 10:57:00,637.52,637.76,637.38,637.65,153.46K
02-09-2025 10:54:00,637.49,637.73,637.24,637.50,165.93K
02-09-2025 10:51:00,637.43,637.71,637.24,637.47,149.40K
02-09-2025 10:48:00,637.70,637.76,637.34,637.42,187.55K
02-09-2025 10:45:00,638.13,638.27,637.52,637.70,185.63K
02-09-2025 10:42:00,638.54,638.67,637.97,638.09,172.26K
02-09-2025 10:39:00,638.95,639.08,638.55,638.57,94.27K
02-09-2025 10:36:00,639.25,639.57,638.91,638.91,92.92K
02-09-2025 10:33:00,639.16,639.63,639.16,639.25,123.89K
02-09-2025 10:30:00,639.43,639.43,638.94,639.12,152.12K
02-09-2025 10:27:00,638.38,639.49,638.30,639.46,194.69K
02-09-2025 10:24:00,638.90,639.01,638.18,638.36,157.08K
02-09-2025 10:21:00,638.97,639.45,638.88,638.89,161.15K
02-09-2025 10:18:00,639.18,639.38,638.87,638.97,115.67K
02-09-2025 10:15:00,638.89,639.26,638.45,639.19,205.49K
02-09-2025 10:12:00,639.04,639.52,638.77,638.90,175.88K
02-09-2025 10:09:00,639.03,639.27,638.67,639.04,153.28K
02-09-2025 10:06:00,639.15,639.38,638.89,639.01,140.49K
02-09-2025 10:03:00,639.26,639.60,638.98,639.15,215.41K
02-09-2025 10:00:00,639.01,640.14,638.87,639.25,361.64K
02-09-2025 09:57:00,639.30,639.33,638.83,639.00,176.47K
02-09-2025 09:54:00,638.61,639.36,638.57,639.30,283.77K
02-09-2025 09:51:00,638.37,639.04,638.34,638.60,330.39K
02-09-2025 09:48:00,636.50,638.44,636.50,638.40,410.23K
02-09-2025 09:45:00,637.07,637.38,636.45,636.52,297.70K
02-09-2025 09:42:00,637.37,637.43,636.85,637.10,198.50K
02-09-2025 09:39:00,637.22,637.43,636.58,637.37,342.12K
02-09-2025 09:36:00,636.82,637.34,636.80,637.22,375.55K
02-09-2025 09:33:00,636.22,637.17,636.06,636.83,714.12K
02-09-2025 09:30:00,637.50,637.53,636.05,636.26,965.39K
29-08-2025 15:57:00,644.23,645.04,644.12,645.04,1.68M
29-08-2025 15:54:00,644.03,644.26,643.77,644.23,502.14K
29-08-2025 15:51:00,644.05,644.33,643.92,644.04,458.74K
29-08-2025 15:48:00,645.13,645.14,644.05,644.05,373.37K
29-08-2025 15:45:00,644.77,645.13,644.68,645.13,263.06K
29-08-2025 15:42:00,644.60,644.89,644.57,644.78,180.60K
29-08-2025 15:39:00,644.35,644.65,644.35,644.59,164.41K
29-08-2025 15:36:00,644.14,644.41,644.08,644.36,232.06K
29-08-2025 15:33:00,644.55,644.63,644.13,644.14,308.68K
29-08-2025 15:30:00,644.58,644.80,644.53,644.54,266.33K
29-08-2025 15:27:00,644.67,644.67,644.38,644.59,132.78K
29-08-2025 15:24:00,644.68,644.82,644.65,644.68,120.04K
29-08-2025 15:21:00,644.90,644.99,644.63,644.68,166.41K
29-08-2025 15:18:00,644.75,644.91,644.71,644.91,201.10K
29-08-2025 15:15:00,644.61,644.79,644.60,644.75,78.60K
29-08-2025 15:12:00,644.55,644.71,644.53,644.61,111.27K
29-08-2025 15:09:00,644.80,644.80,644.55,644.55,95.23K
29-08-2025 15:06:00,644.59,644.83,644.55,644.80,142.73K
29-08-2025 15:03:00,644.45,644.71,644.45,644.60,154.16K
29-08-2025 15:00:00,644.49,644.53,644.30,644.46,163.75K
29-08-2025 14:57:00,644.37,644.50,644.32,644.50,64.51K
29-08-2025 14:54:00,644.34,644.44,644.25,644.38,68.69K
29-08-2025 14:51:00,644.35,644.40,644.17,644.35,133.56K
29-08-2025 14:48:00,644.41,644.45,644.33,644.36,41.69K
29-08-2025 14:45:00,644.27,644.48,644.27,644.42,55.10K
29-08-2025 14:42:00,644.50,644.55,644.27,644.27,52.94K
29-08-2025 14:39:00,644.58,644.58,644.35,644.50,85.71K
29-08-2025 14:36:00,644.72,644.72,644.53,644.58,81.70K
29-08-2025 14:33:00,644.59,644.74,644.51,644.71,83.20K
29-08-2025 14:30:00,644.26,644.63,644.26,644.58,63.71K
29-08-2025 14:27:00,644.23,644.34,644.22,644.26,69.28K
29-08-2025 14:24:00,644.43,644.51,644.24,644.25,52.07K
29-08-2025 14:21:00,644.23,644.44,644.21,644.44,51.76K
29-08-2025 14:18:00,644.52,644.56,644.17,644.21,129.83K
29-08-2025 14:15:00,644.53,644.66,644.49,644.52,108.39K
29-08-2025 14:12:00,644.58,644.68,644.40,644.53,92.64K
29-08-2025 14:09:00,644.56,644.70,644.52,644.59,104.06K
29-08-2025 14:06:00,644.26,644.60,644.23,644.57,52.73K
29-08-2025 14:03:00,644.35,644.46,644.22,644.26,62.25K
29-08-2025 14:00:00,644.64,644.66,644.30,644.37,88.04K
29-08-2025 13:57:00,644.75,644.75,644.40,644.65,89.13K
29-08-2025 13:54:00,644.87,644.90,644.67,644.74,77.93K
29-08-2025 13:51:00,644.63,645.01,644.63,644.83,102.78K
29-08-2025 13:48:00,644.49,644.67,644.45,644.63,82.81K
29-08-2025 13:45:00,644.36,644.59,644.33,644.50,119.87K
29-08-2025 13:42:00,644.29,644.39,644.20,644.35,108.48K
29-08-2025 13:39:00,644.18,644.42,644.15,644.31,86.99K
29-08-2025 13:36:00,644.01,644.24,643.94,644.18,87.14K
29-08-2025 13:33:00,643.84,644.04,643.84,644.02,58.53K
29-08-2025 13:30:00,644.00,644.26,643.84,643.84,74.06K
29-08-2025 13:27:00,644.04,644.10,643.94,644.00,44.34K
29-08-2025 13:24:00,643.85,644.11,643.83,644.06,114.16K
29-08-2025 13:21:00,643.92,644.09,643.77,643.84,95.27K
29-08-2025 13:18:00,643.51,643.95,643.50,643.92,123.28K
29-08-2025 13:15:00,643.83,643.95,643.46,643.51,148.21K
29-08-2025 13:12:00,643.88,644.02,643.78,643.82,58.64K
29-08-2025 13:09:00,644.14,644.26,643.80,643.89,93.46K
29-08-2025 13:06:00,643.89,644.23,643.78,644.14,74.88K
29-08-2025 13:03:00,644.35,644.37,643.86,643.89,155.24K
29-08-2025 13:00:00,644.70,644.70,644.27,644.37,98.13K
29-08-2025 12:57:00,644.74,644.87,644.71,644.73,124.92K
29-08-2025 12:54:00,644.71,644.91,644.67,644.73,93.72K
29-08-2025 12:51:00,644.72,644.75,644.63,644.71,97.25K
29-08-2025 12:48:00,644.93,644.95,644.59,644.75,58.57K
29-08-2025 12:45:00,644.93,645.04,644.89,644.93,42.84K
29-08-2025 12:42:00,644.90,644.94,644.78,644.94,35.95K
29-08-2025 12:39:00,644.87,644.95,644.73,644.89,48.24K
29-08-2025 12:36:00,644.86,644.91,644.68,644.87,62.67K
29-08-2025 12:33:00,644.64,644.86,644.63,644.86,89.21K
29-08-2025 12:30:00,644.18,644.67,644.18,644.64,62.60K
29-08-2025 12:27:00,644.40,644.41,644.09,644.16,52.88K
29-08-2025 12:24:00,644.53,644.65,644.35,644.39,37.98K
29-08-2025 12:21:00,644.57,644.68,644.53,644.54,54.85K
29-08-2025 12:18:00,644.66,644.68,644.39,644.57,91.17K
29-08-2025 12:15:00,644.55,644.76,644.54,644.68,52.80K
29-08-2025 12:12:00,644.44,644.68,644.43,644.55,88.84K
29-08-2025 12:09:00,644.36,644.55,644.26,644.44,75.46K
29-08-2025 12:06:00,644.00,644.39,643.98,644.38,64.53K
29-08-2025 12:03:00,644.23,644.42,644.00,644.02,126.41K
29-08-2025 12:00:00,643.78,644.25,643.75,644.22,145.18K
29-08-2025 11:57:00,643.93,644.06,643.73,643.79,140.98K
29-08-2025 11:54:00,643.86,644.10,643.85,643.91,58.46K
29-08-2025 11:51:00,643.76,644.12,643.76,643.86,75.13K
29-08-2025 11:48:00,644.03,644.13,643.72,643.76,85.80K
29-08-2025 11:45:00,644.13,644.25,644.02,644.03,67.84K
29-08-2025 11:42:00,644.42,644.43,644.14,644.15,53.37K
29-08-2025 11:39:00,644.40,644.47,644.13,644.45,117.28K
29-08-2025 11:36:00,644.13,644.51,644.09,644.38,104.29K
29-08-2025 11:33:00,644.09,644.29,644.02,644.12,85.43K
29-08-2025 11:30:00,644.41,644.55,644.01,644.10,81.65K
29-08-2025 11:27:00,644.73,644.73,644.30,644.41,113.44K
29-08-2025 11:24:00,644.43,644.77,644.39,644.74,87.70K
29-08-2025 11:21:00,644.40,644.56,644.20,644.44,62.51K
29-08-2025 11:18:00,644.41,644.48,644.21,644.40,77.25K
29-08-2025 11:15:00,644.37,644.61,644.33,644.41,90.06K
29-08-2025 11:12:00,644.43,644.68,644.35,644.36,106.39K
29-08-2025 11:09:00,644.47,644.76,644.41,644.43,109.78K
29-08-2025 11:06:00,644.14,644.62,644.04,644.48,103.59K
29-08-2025 11:03:00,644.02,644.26,643.95,644.15,77.63K
29-08-2025 11:00:00,643.82,644.24,643.68,644.01,106.11K
29-08-2025 10:57:00,643.75,643.83,643.52,643.83,141.86K
29-08-2025 10:54:00,643.46,644.03,643.40,643.76,252.07K
29-08-2025 10:51:00,643.32,643.59,643.14,643.46,250.04K
29-08-2025 10:48:00,643.95,644.07,643.29,643.31,236.78K
29-08-2025 10:45:00,644.20,644.34,643.88,643.96,161.52K
29-08-2025 10:42:00,644.72,644.94,644.17,644.20,125.48K
29-08-2025 10:39:00,644.85,645.11,644.66,644.69,165.13K
29-08-2025 10:36:00,644.53,644.94,644.53,644.85,143.70K
29-08-2025 10:33:00,644.64,644.93,644.53,644.53,153.51K
29-08-2025 10:30:00,644.67,644.71,644.33,644.63,138.62K
29-08-2025 10:27:00,643.90,644.68,643.89,644.67,140.38K
29-08-2025 10:24:00,644.38,644.52,643.82,643.91,161.39K
29-08-2025 10:21:00,644.48,644.79,644.32,644.39,200.83K
29-08-2025 10:18:00,644.14,644.55,643.81,644.52,271.14K
29-08-2025 10:15:00,644.32,644.32,643.63,644.15,422.19K
29-08-2025 10:12:00,643.97,644.39,643.84,644.33,479.37K
29-08-2025 10:09:00,643.99,644.38,643.79,643.97,362.02K
29-08-2025 10:06:00,644.17,644.43,643.82,644.00,410.38K
29-08-2025 10:03:00,645.49,645.63,644.17,644.17,411.63K
29-08-2025 10:00:00,645.51,646.06,645.23,645.50,297.94K
29-08-2025 09:57:00,645.58,645.75,645.35,645.51,268.37K
29-08-2025 09:54:00,646.20,646.27,645.52,645.58,240.71K
29-08-2025 09:51:00,646.00,646.35,646.00,646.20,207.47K
29-08-2025 09:48:00,646.23,646.41,645.77,646.01,330.90K
29-08-2025 09:45:00,647.01,647.01,646.11,646.26,320.78K
29-08-2025 09:42:00,647.11,647.27,646.80,647.01,186.82K
29-08-2025 09:39:00,647.15,647.19,646.83,647.10,241.81K
29-08-2025 09:36:00,647.32,647.44,646.95,647.14,259.62K
29-08-2025 09:33:00,647.51,647.54,647.25,647.31,247.11K
29-08-2025 09:30:00,647.47,647.83,647.35,647.51,373.49K
28-08-2025 15:57:00,649.27,649.32,648.82,648.89,1.09M
28-08-2025 15:54:00,649.31,649.48,649.05,649.25,443.17K
28-08-2025 15:51:00,648.95,649.33,648.80,649.30,411.51K
28-08-2025 15:48:00,649.35,649.37,648.89,648.96,464.45K
28-08-2025 15:45:00,649.11,649.38,649.10,649.35,287.62K
28-08-2025 15:42:00,649.07,649.14,649.02,649.10,145.84K
28-08-2025 15:39:00,648.88,649.12,648.82,649.08,226.94K
28-08-2025 15:36:00,648.95,648.96,648.74,648.87,207.80K
28-08-2025 15:33:00,648.89,648.97,648.78,648.95,138.91K
28-08-2025 15:30:00,648.95,648.97,648.85,648.88,137.91K
28-08-2025 15:27:00,648.88,649.06,648.88,648.96,105.18K
28-08-2025 15:24:00,648.97,648.99,648.86,648.86,120.12K
28-08-2025 15:21:00,649.00,649.06,648.94,648.97,92.66K
28-08-2025 15:18:00,648.97,649.07,648.95,649.00,159.88K
28-08-2025 15:15:00,649.16,649.16,648.92,648.98,175.27K
28-08-2025 15:12:00,649.12,649.25,649.12,649.18,110.82K
28-08-2025 15:09:00,649.07,649.15,649.07,649.12,107.58K
28-08-2025 15:06:00,648.93,649.12,648.92,649.08,62.56K
28-08-2025 15:03:00,649.14,649.14,648.84,648.92,86.64K
28-08-2025 15:00:00,648.97,649.16,648.96,649.13,101.56K
28-08-2025 14:57:00,648.96,649.05,648.93,648.97,93.49K
28-08-2025 14:54:00,648.91,648.96,648.84,648.95,81.48K
28-08-2025 14:51:00,648.79,648.95,648.78,648.92,115.41K
28-08-2025 14:48:00,648.82,648.88,648.77,648.78,98.67K
28-08-2025 14:45:00,648.82,648.91,648.80,648.82,93.09K
28-08-2025 14:42:00,648.95,648.99,648.79,648.80,262.93K
28-08-2025 14:39:00,648.80,649.00,648.77,648.95,122.00K
28-08-2025 14:36:00,648.83,648.84,648.71,648.78,107.40K
28-08-2025 14:33:00,648.75,648.85,648.72,648.83,67.97K
28-08-2025 14:30:00,648.65,648.86,648.63,648.75,222.46K
28-08-2025 14:27:00,648.48,648.68,648.48,648.64,82.83K
28-08-2025 14:24:00,648.49,648.58,648.48,648.49,108.01K
28-08-2025 14:21:00,648.46,648.58,648.43,648.49,55.16K
28-08-2025 14:18:00,648.44,648.49,648.37,648.47,70.76K
28-08-2025 14:15:00,648.47,648.51,648.35,648.46,103.92K
28-08-2025 14:12:00,648.54,648.56,648.43,648.47,115.01K
28-08-2025 14:09:00,648.48,648.56,648.37,648.54,63.69K
28-08-2025 14:06:00,648.45,648.53,648.42,648.48,66.72K
28-08-2025 14:03:00,648.41,648.48,648.36,648.43,93.60K
28-08-2025 14:00:00,648.37,648.46,648.32,648.42,141.77K
28-08-2025 13:57:00,648.38,648.43,648.26,648.38,82.43K
28-08-2025 13:54:00,648.45,648.47,648.29,648.39,86.48K
28-08-2025 13:51:00,648.39,648.51,648.38,648.45,101.23K
28-08-2025 13:48:00,648.33,648.46,648.32,648.40,58.91K
28-08-2025 13:45:00,648.36,648.44,648.32,648.33,83.90K
28-08-2025 13:42:00,648.28,648.39,648.25,648.36,74.66K
28-08-2025 13:39:00,648.21,648.32,648.17,648.29,60.44K
28-08-2025 13:36:00,648.33,648.34,648.14,648.20,55.92K
28-08-2025 13:33:00,648.22,648.35,648.08,648.33,139.86K
28-08-2025 13:30:00,648.13,648.34,648.12,648.21,90.05K
28-08-2025 13:27:00,648.07,648.15,648.01,648.13,65.09K
28-08-2025 13:24:00,647.95,648.09,647.87,648.06,72.72K
28-08-2025 13:21:00,647.82,647.97,647.77,647.96,54.46K
28-08-2025 13:18:00,647.80,647.84,647.71,647.81,44.05K
28-08-2025 13:15:00,647.80,647.90,647.77,647.80,53.88K
28-08-2025 13:12:00,647.78,647.84,647.70,647.82,61.41K
28-08-2025 13:09:00,647.74,647.87,647.62,647.78,90.42K
28-08-2025 13:06:00,647.75,647.78,647.58,647.74,68.89K
28-08-2025 13:03:00,647.55,647.80,647.55,647.74,101.70K
28-08-2025 13:00:00,647.67,647.69,647.45,647.56,67.54K
28-08-2025 12:57:00,647.98,648.02,647.62,647.67,83.51K
28-08-2025 12:54:00,648.30,648.30,647.91,647.99,135.95K
28-08-2025 12:51:00,648.24,648.37,648.19,648.30,111.78K
28-08-2025 12:48:00,648.15,648.25,647.95,648.23,95.05K
28-08-2025 12:45:00,648.00,648.15,648.00,648.15,110.31K
28-08-2025 12:42:00,647.97,648.04,647.90,648.01,59.43K
28-08-2025 12:39:00,648.00,648.01,647.86,647.98,68.17K
28-08-2025 12:36:00,647.79,648.00,647.76,648.00,60.69K
28-08-2025 12:33:00,647.77,647.83,647.73,647.81,32.55K
28-08-2025 12:30:00,648.14,648.26,647.70,647.79,125.57K
28-08-2025 12:27:00,647.92,648.38,647.91,648.15,182.57K
28-08-2025 12:24:00,647.66,647.94,647.66,647.93,76.62K
28-08-2025 12:21:00,647.65,647.75,647.57,647.66,71.99K
28-08-2025 12:18:00,647.54,647.65,647.47,647.65,103.73K
28-08-2025 12:15:00,647.76,647.85,647.46,647.54,174.79K
28-08-2025 12:12:00,647.41,647.78,647.31,647.76,112.39K
28-08-2025 12:09:00,647.33,647.44,647.30,647.40,83.83K
28-08-2025 12:06:00,647.05,647.34,647.05,647.34,79.91K
28-08-2025 12:03:00,647.03,647.19,646.99,647.05,69.05K
28-08-2025 12:00:00,647.02,647.09,646.94,647.06,71.30K
28-08-2025 11:57:00,647.07,647.19,646.99,647.03,64.44K
28-08-2025 11:54:00,646.91,647.07,646.80,647.07,47.02K
28-08-2025 11:51:00,646.92,647.04,646.75,646.91,91.47K
28-08-2025 11:48:00,646.87,646.97,646.76,646.93,89.67K
28-08-2025 11:45:00,646.84,646.88,646.63,646.87,103.48K
28-08-2025 11:42:00,646.93,646.98,646.81,646.87,79.32K
28-08-2025 11:39:00,647.01,647.04,646.73,646.98,86.11K
28-08-2025 11:36:00,646.92,647.09,646.88,647.00,115.90K
28-08-2025 11:33:00,646.65,646.93,646.65,646.91,105.26K
28-08-2025 11:30:00,646.27,646.68,646.25,646.66,96.57K
28-08-2025 11:27:00,646.40,646.46,646.08,646.25,139.78K
28-08-2025 11:24:00,646.54,646.73,646.19,646.42,171.91K
28-08-2025 11:21:00,647.04,647.13,646.55,646.56,78.39K
28-08-2025 11:18:00,647.58,647.58,647.02,647.02,131.90K
28-08-2025 11:15:00,647.17,647.66,647.09,647.58,257.94K
28-08-2025 11:12:00,647.02,647.17,647.02,647.15,101.27K
28-08-2025 11:09:00,646.76,647.07,646.75,647.02,110.32K
28-08-2025 11:06:00,646.72,646.92,646.70,646.76,63.47K
28-08-2025 11:03:00,646.96,647.06,646.68,646.72,63.50K
28-08-2025 11:00:00,646.90,647.08,646.81,646.95,102.17K
28-08-2025 10:57:00,647.10,647.17,646.87,646.88,138.88K
28-08-2025 10:54:00,646.84,647.12,646.80,647.10,94.05K
28-08-2025 10:51:00,646.84,646.89,646.59,646.84,93.96K
28-08-2025 10:48:00,646.98,647.10,646.74,646.84,185.10K
28-08-2025 10:45:00,646.80,647.03,646.52,646.99,143.43K
28-08-2025 10:42:00,646.63,646.93,646.62,646.81,105.90K
28-08-2025 10:39:00,646.14,646.74,646.14,646.64,105.05K
28-08-2025 10:36:00,646.13,646.24,645.94,646.13,67.84K
28-08-2025 10:33:00,646.26,646.66,646.00,646.05,116.77K
28-08-2025 10:30:00,645.97,646.21,645.94,646.21,72.25K
28-08-2025 10:27:00,645.93,646.30,645.89,645.96,82.60K
28-08-2025 10:24:00,646.28,646.36,645.84,645.90,71.96K
28-08-2025 10:21:00,646.24,646.60,646.11,646.28,107.53K
28-08-2025 10:18:00,646.18,646.37,645.95,646.25,99.60K
28-08-2025 10:15:00,646.36,646.57,646.15,646.15,78.08K
28-08-2025 10:12:00,646.51,646.61,646.28,646.34,96.85K
28-08-2025 10:09:00,646.66,646.66,646.20,646.48,162.78K
28-08-2025 10:06:00,646.06,646.68,645.97,646.64,209.11K
28-08-2025 10:03:00,646.14,646.19,645.58,646.06,160.90K
28-08-2025 10:00:00,645.93,646.22,645.62,646.15,200.23K
28-08-2025 09:57:00,645.41,645.95,645.34,645.94,304.22K
28-08-2025 09:54:00,645.79,646.24,645.37,645.39,226.55K
28-08-2025 09:51:00,646.02,646.27,645.71,645.78,269.51K
28-08-2025 09:48:00,646.77,646.98,645.79,646.04,269.02K
28-08-2025 09:45:00,647.19,647.33,646.62,646.80,203.79K
28-08-2025 09:42:00,647.09,647.62,647.07,647.18,146.15K
28-08-2025 09:39:00,647.22,647.56,647.07,647.08,198.41K
28-08-2025 09:36:00,647.29,647.50,646.98,647.20,301.81K
28-08-2025 09:33:00,647.78,648.08,647.22,647.29,437.10K
28-08-2025 09:30:00,647.27,648.03,646.87,647.78,400.01K
27-08-2025 15:57:00,647.30,647.36,646.60,646.62,586.95K
27-08-2025 15:54:00,647.14,647.37,646.96,647.30,364.06K
27-08-2025 15:51:00,647.13,647.24,647.05,647.14,224.32K
27-08-2025 15:48:00,647.07,647.36,647.01,647.14,250.46K
27-08-2025 15:45:00,647.15,647.22,647.04,647.08,170.29K
27-08-2025 15:42:00,647.08,647.27,647.08,647.15,158.72K
27-08-2025 15:39:00,647.06,647.11,647.01,647.10,100.12K
27-08-2025 15:36:00,646.89,647.07,646.82,647.07,109.49K
27-08-2025 15:33:00,646.70,646.91,646.70,646.90,91.21K
27-08-2025 15:30:00,646.65,646.78,646.65,646.72,110.54K
27-08-2025 15:27:00,646.65,646.67,646.52,646.65,79.37K
27-08-2025 15:24:00,646.63,646.72,646.52,646.65,76.14K
27-08-2025 15:21:00,646.59,646.65,646.39,646.63,71.54K
27-08-2025 15:18:00,646.40,646.66,646.39,646.59,197.18K
27-08-2025 15:15:00,646.14,646.49,646.11,646.40,259.00K
27-08-2025 15:12:00,646.63,646.66,645.83,646.12,436.87K
27-08-2025 15:09:00,646.83,646.90,646.59,646.63,139.99K
27-08-2025 15:06:00,646.92,646.94,646.79,646.82,120.99K
27-08-2025 15:03:00,646.98,647.00,646.88,646.91,55.13K
27-08-2025 15:00:00,647.03,647.06,646.85,646.98,153.52K
27-08-2025 14:57:00,647.03,647.10,647.01,647.04,47.24K
27-08-2025 14:54:00,647.11,647.18,647.02,647.05,115.48K
27-08-2025 14:51:00,647.23,647.28,647.09,647.12,83.22K
27-08-2025 14:48:00,647.24,647.28,647.20,647.23,75.47K
27-08-2025 14:45:00,647.18,647.31,647.17,647.24,84.69K
27-08-2025 14:42:00,647.16,647.24,647.14,647.18,102.98K
27-08-2025 14:39:00,647.21,647.23,647.15,647.16,41.17K
27-08-2025 14:36:00,647.22,647.28,647.14,647.23,70.47K
27-08-2025 14:33:00,647.22,647.31,647.19,647.23,49.20K
27-08-2025 14:30:00,647.24,647.30,647.15,647.22,50.10K
27-08-2025 14:27:00,647.27,647.35,647.24,647.26,52.58K
27-08-2025 14:24:00,647.33,647.33,647.21,647.28,50.96K
27-08-2025 14:21:00,647.14,647.34,647.06,647.33,68.02K
27-08-2025 14:18:00,647.25,647.26,647.11,647.14,106.58K
27-08-2025 14:15:00,647.20,647.36,647.15,647.25,152.41K
27-08-2025 14:12:00,646.79,647.29,646.76,647.18,227.90K
27-08-2025 14:09:00,646.74,646.82,646.70,646.79,53.02K
27-08-2025 14:06:00,646.63,646.79,646.59,646.74,60.53K
27-08-2025 14:03:00,646.70,646.73,646.58,646.63,137.43K
