Time,Activo,Strike,Type,Contracts,Premium,Price,IV,Delta,Gamma,DealerState,SPOT
2026-06-11 19:40:58,RTY,2990.0,UNUSUAL_CALL_VOL,103,24205.0,2.35,24.5,0.046,0.002779,SHORT_GAMMA,2930.5
2026-06-11 19:40:58,RTY,2980.0,UNUSUAL_CALL_VOL,125,43125.0,3.45,23.88,0.075,0.004197,SHORT_GAMMA,2930.5
2026-06-11 19:40:58,RTY,2920.0,UNUSUAL_PUT_VOL,140,198800.0,14.2,24.7,-0.375,0.01088,SHORT_GAMMA,2930.5
2026-06-11 19:40:58,RTY,2910.0,CALL_BLOCK_SELL,115,362250.0,31.5,24.46,0.73,0.009581,SHORT_GAMMA,2930.5
2026-06-11 19:40:58,RTY,2900.0,CALL_BLOCK_SELL,125,485938.0,38.88,24.77,0.814,0.007657,SHORT_GAMMA,2930.5
2026-06-11 19:40:58,RTY,2890.0,CALL_BLOCK_SELL,98,460600.0,47.0,25.28,0.877,0.005711,SHORT_GAMMA,2930.5
2026-06-11 19:40:58,RTY,2880.0,CALL_BLOCK_SELL,85,469625.0,55.25,25.22,0.926,0.003932,SHORT_GAMMA,2930.5
2026-06-11 19:40:58,RTY,2870.0,CALL_BLOCK_SELL,109,696238.0,63.88,25.16,0.959,0.002482,SHORT_GAMMA,2930.5
2026-06-11 19:40:58,RTY,2860.0,UNUSUAL_PUT_VOL,146,39420.0,2.7,30.2,-0.046,0.002244,SHORT_GAMMA,2930.5
2026-06-11 19:40:58,RTY,2850.0,CALL_BLOCK_SELL,174,1431150.0,82.25,22.87,0.995,0.000484,SHORT_GAMMA,2930.5
2026-06-11 19:40:58,RTY,2850.0,UNUSUAL_PUT_VOL,111,22478.0,2.03,31.02,-0.03,0.001556,SHORT_GAMMA,2930.5
2026-06-11 19:40:58,RTY,2790.0,UNUSUAL_PUT_VOL,103,4120.0,0.4,36.89,-0.003,0.00016,SHORT_GAMMA,2930.5
2026-06-11 19:40:58,RTY,2780.0,UNUSUAL_PUT_VOL,222,7770.0,0.35,38.57,-0.002,0.000125,SHORT_GAMMA,2930.5
2026-06-12 00:00:58,RTY,2990.0,UNUSUAL_CALL_VOL,103,17510.0,1.7,26.01,0.028,0.001962,SHORT_GAMMA,2926.6
2026-06-12 00:00:58,RTY,2980.0,UNUSUAL_CALL_VOL,125,31250.0,2.5,24.18,0.041,0.002924,SHORT_GAMMA,2926.6
2026-06-12 00:00:58,RTY,2920.0,UNUSUAL_PUT_VOL,141,203745.0,14.45,25.22,-0.411,0.01234,SHORT_GAMMA,2926.6
2026-06-12 00:00:58,RTY,2910.0,CALL_BLOCK_SELL,115,316250.0,27.5,24.25,0.714,0.011227,SHORT_GAMMA,2926.6
2026-06-12 00:00:58,RTY,2900.0,CALL_BLOCK_BUY,125,434375.0,34.75,26.54,0.794,0.008594,SHORT_GAMMA,2926.6
2026-06-12 00:00:58,RTY,2890.0,CALL_BLOCK_SELL,98,417725.0,42.62,24.65,0.887,0.006229,SHORT_GAMMA,2926.6
2026-06-12 00:00:58,RTY,2880.0,CALL_BLOCK_SELL,85,433500.0,51.0,24.59,0.939,0.003949,SHORT_GAMMA,2926.6
2026-06-12 00:00:58,RTY,2870.0,CALL_BLOCK_SELL,109,651275.0,59.75,24.4,0.971,0.0022,SHORT_GAMMA,2926.6
2026-06-12 00:00:58,RTY,2860.0,UNUSUAL_PUT_VOL,151,36617.0,2.42,29.95,-0.035,0.002059,SHORT_GAMMA,2926.6
2026-06-12 00:00:58,RTY,2850.0,CALL_BLOCK_SELL,174,1359375.0,78.12,19.47,0.999,9.6e-05,SHORT_GAMMA,2926.6
2026-06-12 00:00:58,RTY,2850.0,UNUSUAL_PUT_VOL,111,19702.0,1.77,30.91,-0.022,0.001335,SHORT_GAMMA,2926.6
2026-06-12 00:00:58,RTY,2790.0,UNUSUAL_PUT_VOL,103,3348.0,0.33,37.12,-0.001,8.8e-05,SHORT_GAMMA,2926.6
2026-06-12 00:00:58,RTY,2780.0,UNUSUAL_PUT_VOL,222,6105.0,0.28,38.76,-0.001,6.4e-05,SHORT_GAMMA,2926.6
2026-06-12 03:00:58,RTY,2830.0,UNUSUAL_PUT_VOL,100,7000.0,0.7,31.46,-0.002,0.000218,SHORT_GAMMA,2927.5
